Year,Area,MPA_Status,meannpp,senpp,meanorbv,seorbv,meansst,sesst,meanmaxsst,semaxsst,meanwh,sewh
2014,Carrington Point,REF,1460.140525,42.59466218,50.59276247,2.872107845,16.46518888,0.053754599,20.84215659,0.112887665,0.731392791,0.008412949
2014,Piedras Blancas,MPA,1504.030357,37.70061053,270.3861489,12.27854557,14.81691374,0.035347859,18.95510352,0.032057695,1.581021101,0.022209655
2014,Piedras Blancas,REF,1565.714123,28.50908498,134.0865998,7.849892086,15.01836486,0.044588301,19.26492616,0.047019061,1.118539766,0.013672132
2014,Point Buchon,MPA,1508.720482,73.89254433,241.4087069,19.24540729,15.28531263,0.064677436,23.49463675,0.635698672,1.494016984,0.03778589
2014,Point Buchon,REF,1567.882368,39.51549051,247.8358636,15.9371839,15.09556673,0.026939519,20.61578909,0.007790393,1.528055717,0.031820137
2014,Point Lobos,MPA,1290.032621,61.860031,224.8753917,18.59114087,14.09272343,0.040371937,18.48753114,0.229017283,1.558871289,0.044336888
2014,Point Lobos,REF,1302.236803,79.72678657,242.5890484,17.65320997,14.32165057,0.071357169,18.047199,0.073341972,1.603376197,0.038203503
2014,Cape Mendocino,MPA,1335.418747,12.87210581,627.0243323,30.64698204,11.76760417,0.011815952,16.80602138,0.0262122,2.030161065,0.045272678
2014,Cape Mendocino,REF,1606.304761,17.32948981,635.283812,21.98156232,11.85753509,0.015605279,16.87898123,0.022712104,2.044910183,0.029996757
2014,South La Jolla,MPA,945.4625156,35.27577619,101.9021528,7.597920362,19.53337418,0.021882254,24.61453709,0.075545613,1.048695981,0.014859879
